smiles,bandgap,formulas
C(=Cc1cccc2c1sc1ccccc12)c1ccc(-c2cnc3c(ccc4cccnc43)c2)cc1,3.276,C32H20N2S
c1ccc(-n2cnc3cc(-c4cn(-c5csc6c5sc5c(-n7cc(-c8ccc9c(c8)ncn9-c8ccccc8)c8cnccc87)csc56)c5ccncc45)ccc32)cc1,3.2447,C48H28N8S3
Cc1cc(C)c(-c2cc(C)c(-n3nnc4ccccc43)c(C)c2)c(C)c1-c1cc(-c2c(C)cc(C)c(-c3cc(C)c(-n4nnc5ccccc54)c(C)c3)c2C)cc(C(F)(F)F)c1,4.6205,C53H47F3N6
Cc1c(-c2ccc(-c3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3)cc2)cc(-c2ccc3c(ccn3-c3ccccc3)c2)cc1-c1ccc(-c2ccc(P(=O)(c3ccccc3)c3ccccc3)cc2)cc1,3.8107,C69H51NO2P2
Cc1c(-c2nc3cc4nc(-c5ccc(N6c7ccccc7C(C)(C)c7ccccc76)c(C)c5C)sc4cc3s2)ccc(N2c3ccccc3C(C)(C)c3ccccc32)c1C,2.7095,C54H46N4S2
c1ccc(N(c2ccccc2)c2ccc(-n3c4ccc(-c5ccc(-c6cccc(-c7cncc8ncccc78)c6)cc5)cc4c4cc(-c5ccc(-c6cccc(-c7cncc8ncccc78)c6)cc5)ccc43)cc2)cc1,3.0801,C70H46N6
c1ccc(-c2ccc(-n3c(N4c5ccccc5Oc5ccccc54)nc4nc5nc(N6c7ccccc7Oc7ccccc76)n(-c6ccc(-c7ccccn7)cc6)c5nc43)cc2)nc1,2.8885,C52H32N10O2
Cc1cc(P(=O)(c2ccccc2)c2ccccc2)cc(C)c1-c1cccc(-c2ncco2)c1,4.6516,C29H24NO2P
N#CC=C/C(=C(\C#N)C=Nn1cccc1)n1cccc1,2.42,C15H11N5
O=C(c1cc(-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2)cc(-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2)c1)C(F)(F)F,2.5038,C92H65F3N4O
Cc1cc(N2C(=O)c3ccccc3C2=O)c(C)cc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1,2.4957,C34H26N2O2
c1ccc([Si](c2ccccc2)(c2ccc(-c3ccc(-c4ccc5oc6ncccc6c5c4)cc3)cc2)c2ccc(-c3ccc(-c4ccno4)cc3)cc2)cc1,3.9544,C50H34N2O2Si
FC(F)(F)c1cc(C=Cc2ccc(N3c4ccccc4Oc4cc(N5c6ccccc6Oc6ccccc65)ccc43)cc2)cc(C=Cc2ccc(N3c4ccccc4Oc4cc(N5c6ccccc6Oc6ccccc65)ccc43)cc2)c1,2.1519,C71H45F3N4O4
c1ccc(N(c2cc(C3CCC(c4cnc5cnncc5c4)CC3)cc(C3CCC(c4cnc5cnncc5c4)CC3)c2)c2cc(C3CCC(c4cnc5cnncc5c4)CC3)cc(C3CCC(c4cnc5cnncc5c4)CC3)c2)cc1,2.8688,C70H67N13
Cc1cc(-c2ccno2)ccc1-c1ccc(-n2c3ccccc3c3cc(N(c4ccccc4)c4ccccc4)ccc32)cc1,2.9225,C40H29N3O
c1ccc2c(c1)c1cccnc1n2-c1ccc(-c2ccc3nc(-c4cncc(-c5cnc6cc(-c7ccc(-n8c9ccccc9c9cccnc98)cc7)ccc6n5)c4)cnc3c2)cc1,3.0032,C55H33N9
Cc1cc(-c2cc(-c3c(F)c(F)c(F)c(F)c3F)cc(-c3c(F)c(F)c(F)c(F)c3F)c2)cc(C)c1-n1c2ccccc2c2ccccc21,3.5864,C38H19F10N
Cc1c(C)c(-c2cncc3ccccc23)c(C)c(C)c1-c1cc(-c2cncc3nccnc23)cc(-c2cncc3nccnc23)c1,3.2201,C39H29N7
c1ccc(N(c2ccccc2)c2ccc3c(c2)Sc2ccccc2N3c2ccc(C3CCC(c4ccnc5sc6ccccc6c45)CC3)cc2)cc1,3.1721,C47H37N3S2
Cc1c(-c2cc3ccccc3s2)c(C)c(-c2cc(-c3ccc(C(=O)C(F)(F)F)cc3)c(-c3ccc(C(=O)C(F)(F)F)cc3)cc2-c2c(C)c(-c3cc4ccccc4s3)c(C)c(-c3cc4ccccc4s3)c2C)c(C)c1-c1cc2ccccc2s1,3.1367,C72H48F6O2S4
Cc1c(-c2ccc3sc4ccc(-c5ccc(-c6nncc7cccnc67)c(C)c5C)cc4c3c2)ccc(-c2nncc3cccnc23)c1C,3.0702,C42H30N6S
Cc1cc(-c2ccc3c(n2)oc2ccccc23)c(C)cc1-c1cc(-c2cc(C)c(-c3ccc4c(n3)oc3ccccc34)cc2C)cc(N2c3ccccc3C(C)(C)c3cc(N(c4ccccc4)c4ccccc4)ccc32)c1,2.6586,C71H54N4O2
N#Cc1c(-c2cccc(-c3ccc4sc(-c5ccccc5)cc4c3)c2)c(C#N)c(-c2cccc(-c3ccc4sc(-c5ccccc5)cc4c3)c2)c(C#N)c1-c1cccc(-c2ccc3sc(-c4ccccc4)cc3c2)c1,2.965,C69H39N3S3
Cc1c(-c2ccc(C(=O)C(F)(F)F)cc2)c(C)c(-c2c(C)c(N3c4ccccc4CCc4ccccc43)c(C)c(N3c4ccccc4CCc4ccccc43)c2C)c(C)c1-c1c(C)c(N2c3ccccc3CCc3ccccc32)c(C)c(N2c3ccccc3CCc3ccccc32)c1C,2.4997,C91H79F3N4O
C(=Cc1ccc2c(n1)oc1ccccc12)c1cnc2ccccc2n1,3.1516,C21H13N3O
c1ccc(-c2cnc(-c3ccc(-c4nc5nc6nc(-c7ccc(-c8cnc(-c9ccccc9)cn8)cc7)n(-c7ccccc7)c6nc5n4-c4ccccc4)cc3)cn2)cc1,2.9576,C50H32N10
C(=Cc1ncc2ccccc2n1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,2.8513,C28H19N3
CN1c2ccccc2N(c2cccc(-c3ccc(S(=O)(=O)c4ccccc4)cc3)c2)c2ccccc21,2.2898,C31H24N2O2S
Cc1cc(C)cc(S(=O)(=O)c2cccc(-n3c4ccc(-c5c(C)cccc5C)cc4c4cc(-c5c(C)cccc5C)ccc43)c2)c1,3.5403,C42H37NO2S
Cc1cc(-c2ccc(-c3cc(-c4ccc(-c5cc(C)c(-n6ccc(=O)c7ccccc76)c(C)c5)cc4)cc(C(F)(F)F)c3)cc2)cc(C)c1-n1ccc(=O)c2ccccc21,3.5959,C53H39F3N2O2
Cc1cc(-c2nc3nc4nc(-c5ccc(-c6ccc(-c7cc8cccnc8c8ncccc78)cc6)c(C)c5)sc4cc3s2)ccc1-c1ccc(-c2cc3cccnc3c3ncccc23)cc1,3.2667,C57H35N7S2
C=C/C=C(/C=COC)OC,4.5412,C8H12O2
COc1nc(-c2cccc(-c3ccc(N(C)c4c(C)c(C)cc(C)c4C)cc3)c2)nc(-c2c(C)c(C)cc(C)c2C)n1,2.9705,C37H40N4O
Cc1cc(C)c(-n2ccc3cnccc32)c(C)c1-c1ccc2c(c1)ncn2-c1ccccc1,4.4302,C29H24N4
c1ccc(-c2cc(-c3ccccc3)nc(C3CCCC(c4cc(-c5ccnnc5)cc(C5CCCC(c6nc(-c7ccccc7)cc(-c7ccccc7)n6)C5)c4)C3)n2)cc1,3.5266,C54H48N6
Cc1c(-c2ccc(-c3c4nc(-c5ccccc5)sc4c(-c4ccc(-c5cccc(-c6cccc(C(=O)C(F)(F)F)c6)c5C)cc4)c4nc(-c5ccccc5)sc34)cc2)cccc1-c1cccc(C(=O)C(F)(F)F)c1,3.1743,C62H38F6N2O2S2
CN(C)/C(C=CF)=C(\N=CF)N(C)C,3.48,C9H15F2N3
c1ccc(N2c3ccc(-c4cccc(-c5ccc6ncncc6c5)c4)cc3Oc3cc(-c4cccc(-c5ccc6ncncc6c5)c4)ccc32)cc1,2.7083,C46H29N5O
COC(=C\C=C\c1ccccc1)/C=N/c1ccccc1,3.1919,C18H17NO
FC(F)(F)c1cccc(C(F)(F)F)c1-n1c2ccccc2c2cc(-c3ccc(-n4c5ccncc5c5cnccc54)cc3)ncc21,3.2684,C35H19F6N5
C(=Cc1ccnnc1)c1ccc(-c2ccc3oc(-c4ccccc4)cc3c2)cc1,3.0957,C26H18N2O
CSc1ccc(N(c2ccc(-c3cccc(C(=O)c4ccccc4)c3)cc2)c2cc(C)cc(C)c2)cc1,2.8381,C34H29NOS
COC(/C=C/c1ccc(Cl)cc1)=C(Cl)\C=N\c1ccc(OC)cc1,2.7936,C19H17Cl2NO2
Cc1c(-c2cc(-c3ccc4c(c3)c3cc(-c5ccc6c7ccccc7n(-c7ccccc7)c6c5)ccc3n4-c3ccccc3)cc(-c3cccc(-c4cc5nc6cc[nH]c6nc5o4)c3C)c2)cccc1-c1cc2nc3cc[nH]c3nc2o1,3.2711,C72H46N8O2
Cc1cc(-c2ccc(C#N)cc2)ccc1-c1cccc(N2c3ccccc3C(C)(C)c3cc(N(c4ccccc4)c4ccccc4)ccc32)c1,2.5043,C47H37N3
O=c1cc(-c2ccccc2)oc2ccc(-c3ccc(-c4ccc(N(c5cc(-c6ccccc6)nc(-c6ccccc6)c5)c5cc(-c6ccccc6)nc(-c6ccccc6)c5)cc4)cc3)cc12,3.3486,C61H41N3O2
Cc1cc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(C)cc1-c1cccc(N2c3ccccc3C(C)(C)c3cc(N4c5ccccc5C(C)(C)c5ccccc54)ccc32)c1,3.034,C52H42F6N2
COc1ccc(N(Cc2ncnc(-c3c(C)c(C)cc(C)c3C)n2)c2ccccc2)cc1,2.6849,C27H28N4O
N#Cc1cc(C#N)c(-c2ccc(-c3cccc(-n4c5ccccc5c5cc(N6c7ccccc7Oc7ccccc76)ccc54)c3)cc2)c(C#N)c1,1.5294,C45H25N5O
c1ccc(-c2nc3c(-c4nc5nc6nc(-c7cnccn7)sc6cc5s4)c4nc(-c5ccccc5)sc4c(-c4nc5nc6nc(-c7cnccn7)sc6cc5s4)c3s2)cc1,2.6648,C42H18N12S6
c1ccc(N2c3ccc(-c4cc(-c5ccc(-c6ccnnc6)cc5)cc(-c5ccc(-c6ccnnc6)cc5)c4)cc3Oc3cc(-c4cc(-c5ccc(-c6ccnnc6)cc5)cc(-c5ccc(-c6ccnnc6)cc5)c4)ccc32)cc1,2.7815,C70H45N9O
Cc1cc(C)c(-c2ncsn2)c(C)c1-c1cc(-c2ccc3c(c2)c2cc(-c4cc(-c5c(C)cc(C)c(-c6ncsn6)c5C)cc(-c5c(C)cc(C)c(-c6ncsn6)c5C)c4)ccc2n3-c2ccccc2)cc(-c2c(C)cc(C)c(-c3ncsn3)c2C)c1,3.6524,C74H61N9S4
c1ccc2nc(-c3ccc(-n4c5ccccc5c5cc(-n6c7ccccc7c7ccccc76)ccc54)cc3)ncc2c1,2.7908,C38H24N4
CC1(C)c2ccccc2N(c2ccc3c(c2)c2ccccc2n3-c2cc3cccnc3c3nccc(-c4ccc(C(F)(F)F)cc4)c23)c2ccccc21,2.4384,C46H31F3N4
CC1(C)c2ccccc2N(c2ccc3c(c2)c2cc(N4c5ccccc5C(C)(C)c5ccccc54)ccc2n3-c2ccc(-c3ccncc3)cc2)c2ccccc21,2.9264,C53H42N4
Cc1c(-c2ccc(-c3ccc([Si](c4ccccc4)(c4ccccc4)c4ccccc4)cc3)cc2)cccc1-c1cnc2cnncc2c1,3.2553,C44H33N3Si
N#Cc1ccc(-c2ccc3c4ccc(-c5ccc(C#N)c(C#N)c5)cc4n(-c4ccc(-c5cc6ccccc6n5-c5ccccc5)cc4)c3c2)cc1C#N,2.5994,C48H26N6
c1ccc(-n2ccnc2-c2cc(-c3nccn3-c3ccccc3)cc(C3CCCC(c4nc5ccccc5o4)C3)c2)cc1,4.1672,C37H31N5O
Cc1c(-c2cc(-c3cccc(-c4nc(-c5ccccc5)no4)c3C)cc(N3c4ccccc4C(C)(C)c4ccccc43)c2)cccc1-c1nc(-c2ccccc2)no1,2.9323,C51H39N5O2
c1ccc(N(c2ccccc2)c2ccc3c(c2)c2cccnc2n3C2CCC(c3ccc(-c4nccs4)cc3)CC2)cc1,3.1234,C38H32N4S
Cc1cc(C)c(-n2c3ccncc3c3cnccc32)c(C)c1-c1c(C)c(-c2ccc3ncncc3c2)c(C)c(-c2ccc3ncncc3c2)c1C,3.7452,C44H35N7
Cc1cc(C)c(-c2ccc(N(C)c3c(C)c(C)c(-c4cccc(C(=O)c5c(C)c(C)cc(C)c5C)c4)c(C)c3C)cc2)c(C)c1,3.1475,C43H47NO
Cc1cc(C)c(-c2cc(N(c3ccccc3)c3cc(-c4c(C)cc(C)cc4C)c4ccccc4c3)cc3ccccc23)c(C)c1,3.2066,C44H39N
FC(F)(F)c1cccc(-c2ccc(N(c3ccccc3)c3ccc(-c4ccc(-c5ccc(N(c6ccccc6)c6ccc(-c7cccc(C(F)(F)F)c7)cc6)cc5)nn4)cc3)cc2)c1,2.9296,C54H36F6N4
Cc1c(-c2cc(-c3nc(-c4ccccc4)nc(-c4ccccc4)n3)cc(-c3nc(-c4ccccc4)nc(-c4ccccc4)n3)c2)cccc1-n1c2ccccc2c2cc(-n3c4ccccc4c4ccccc43)ccc21,2.7818,C67H44N8
c1ccc(-n2c3ccccc3c3cc(-c4ccc(-n5cnc6cc(-c7ccc(-c8ncccn8)cc7)ccc65)cc4)cnc32)cc1,3.6993,C40H26N6
Cc1cc(C)c(-c2cnc3nc(-n4cc(-c5ccccc5)c5ccccc54)cnc3n2)c(C)c1,2.614,C29H23N5
N#Cc1cc(C#N)c(-c2cc(-c3ccc(-c4ccc5oc6ncccc6c5c4)cc3)cc(-c3c(C#N)cc(C#N)cc3C#N)c2)c(C#N)c1,2.7687,C41H17N7O
c1cc(-c2cc(-c3ccnnc3)cc(-c3cncc4nccnc34)c2)cnn1,3.2797,C21H13N7
Cc1c(-c2cc(-c3ncsn3)cc(-c3ncsn3)c2)c(C)c(-n2nnc3ccccc32)c(C)c1-c1cc(-c2ncsn2)cc(-c2ncsn2)c1,4.0803,C35H23N11S4
CC1(C)c2ccccc2N(c2cc(C3CCC(c4cc5ccccc5s4)CC3)cc(C3CCC(c4cc5ccccc5s4)CC3)c2)c2ccccc21,3.6666,C49H47NS2
O=S1(=O)c2ccc(-c3ccc(-c4cccc(-c5cc(-c6ccccc6)nc(-c6ccccc6)n5)c4)cc3)cc2-c2cc(-c3ccc(-c4cccc(-c5cc(-c6ccccc6)nc(-c6ccccc6)n5)c4)cc3)ccc21,3.7457,C68H44N4O2S
Cc1cc(C)c(-c2ccc3c(c2)c2cc(C)ccc2n3-c2c(C)cc(C)c(-c3cnc4oc5ncccc5c4c3)c2C)c(C)c1,3.2548,C41H35N3O
Cc1cc(-c2cc(-c3cc(C)c(-c4noc(-c5ccccc5)n4)c(C)c3)cc(N3c4ccccc4C(C)(C)c4cc(-n5c6ccccc6c6ccccc65)ccc43)c2)cc(C)c1-c1noc(-c2ccccc2)n1,2.9082,C65H50N6O2
CSc1cccc(C(=O)c2ccc(N3c4ccccc4N(c4ccccc4)c4ccccc43)cc2)c1,1.7717,C32H24N2OS
O=S1(=O)c2cc(-c3cccc(-n4ccc5cc6ccoc6cc54)c3)ccc2-c2ccc(-c3cccc(-n4ccc5cc6ccoc6cc54)c3)cc21,2.7967,C44H26N2O4S
Cc1c(-c2nc3ccccc3o2)ccc(N2c3ccccc3Oc3ccccc32)c1C,2.5023,C27H20N2O2
COc1ccc2c(c1)c1cc(-c3c(C)c(C)cc(C)c3C)ccc1n2-c1cccc(-c2ncnc(-c3cc(C)cc(C)c3)n2)c1,2.6799,C40H36N4O
Cc1cc(-c2cc3oc4cc(-c5cc(C)c(-n6cccn6)c(C)c5)c(-c5cc(C)c(-n6cccn6)c(C)c5)cc4c3cc2-c2cc(C)c(-n3cccn3)c(C)c2)cc(C)c1-n1cccn1,3.8984,C56H48N8O
c1cc(-c2cc(-c3cccc(-c4ccc5nccnc5c4)c3)cc(-n3cccn3)c2)cc(-c2ccc3nccnc3c2)c1,3.5267,C37H24N6
Cc1c(-n2cnc3ccccc32)cc(-c2cc(-c3cc(C#N)cc(C#N)c3)cc(-c3cc(C#N)cc(C#N)c3)c2)cc1-n1cnc2ccccc21,3.5034,C43H24N8
Cc1cc(-n2c3ccc(N(c4ccccc4)c4ccccc4)cc3c3cc(N(c4ccccc4)c4ccccc4)ccc32)c(C)cc1-c1cccc(-c2ncccn2)c1,2.7874,C54H41N5
c1ccc(-n2c3ccc(-c4csc5c4sc4c(-c6ccc7c(c6)c6cc(N8c9ccccc9Oc9ccccc98)ccc6n7-c6ccccc6)csc45)cc3c3cc(N4c5ccccc5Oc5ccccc54)ccc32)cc1,2.846,C68H40N4O2S3
c1ccc2c(c1)ccn2-c1cc(-c2cc(-c3cc(-n4ccc5ccccc54)cc(-n4ccc5ccccc54)c3)cc(-c3nc4ccccc4s3)c2)cc(-n2ccc3ccccc32)c1,3.1821,C57H37N5S
Cc1cc(N(c2ccccc2)c2ccccc2)cc(C)c1-c1nc(-c2ccccc2)nc(-c2ccccc2)n1,2.7974,C35H28N4
Cc1c(-c2cc(-c3ccc4nccnc4c3)cc(-c3ccc4nccnc4c3)c2)cc(-c2cnc3ccccc3c2)cc1-c1cc(-c2ccc3nccnc3c2)cc(-c2ccc3nccnc3c2)c1,3.5172,C60H37N9
Cc1cc(-c2ccno2)c(C)cc1-c1cccc(-c2ccc3ccn(-c4ccccc4)c3c2)c1,3.7822,C31H24N2O
c1ccc(-c2ccnc(-c3cccc(-c4ccc(-c5ccc(P(c6ccccc6)c6ccccc6)cc5)cc4)c3)c2)cc1,3.9028,C41H30NP
CN(C)c1ccc(-c2cccc(-n3cnnc3)c2)cc1,3.9953,C16H16N4
CN(C)c1ccc(/N=C/C(F)=C(F)/N=C/c2ccc(F)cc2)cc1,2.4771,C18H16F3N3
O=S(=O)(c1ccccc1)c1ccc(-c2ccc(C=Cc3cnc4oc5ccccc5c4c3)cc2)cc1,3.4044,C31H21NO3S
c1cc2c(cn1)c1cnccc1n2-c1cc(-c2cc(-c3ccc4occc4c3)cc(-c3ccc4occc4c3)c2)c(-c2cc(-c3ccc4occc4c3)cc(-c3ccc4occc4c3)c2)cc1-n1c2ccncc2c2cnccc21,3.8996,C70H40N6O4
Cc1cc(C)c(N2c3ccccc3C(C)(C)c3ccccc32)c(C)c1-c1cc(-c2cc(C#N)cc(C#N)c2)cc(-c2cc(C#N)cc(C#N)c2)c1,2.4278,C46H33N5
c1ccc(-c2cc(-c3cc(C4CCCC(N(c5ccccc5)c5ccccc5)C4)cc(C4CCCC(N(c5ccccc5)c5ccccc5)C4)c3)nc(-c3ccccc3)n2)cc1,2.9869,C58H54N4
O=c1cc(-c2ccccc2)oc2ccc(-c3ccc(-c4noc(-c5ccnc6c5ccc5c(-c7nc(-c8ccc(-c9ccc%10oc(-c%11ccccc%11)cc(=O)c%10c9)cc8)no7)ccnc56)n4)cc3)cc12,3.4025,C58H32N6O6
C(=Cc1cccc(P(c2ccccc2)c2ccccc2)c1)c1ccnnc1,3.3839,C24H19N2P
Cc1cc(-c2ccc(-c3cncc4ncccc34)cc2)cc(C)c1-n1c2ccncc2c2cc(-n3c4ccccc4c4ccccc43)ccc21,3.0914,C45H31N5
CC1(C)c2ccccc2N(c2ccc(-c3ccc4c(c3)c3ccccc3n4-c3cccc(-c4cc(-c5ccc(-c6ccccc6)cn5)cc(-c5ccc(-c6ccccc6)cn5)c4)c3)cc2)c2ccccc21,2.9996,C67H48N4
c1ccc2c(c1)-c1ccccc1C2(c1cc(-c2nc3ccccc3s2)cc(-c2nc3ccccc3s2)c1)c1cc(-c2nc3ccccc3s2)cc(-c2nc3ccccc3s2)c1,3.5611,C53H30N4S4
Cc1c(-c2nc3nc4nc(-c5ccc(-n6cccn6)c(C)c5C)sc4cc3s2)ccc(-n2cccn2)c1C,3.533,C29H23N7S2
c1cnn(-c2ccc(-c3cc(-c4ccc(-n5cccn5)cc4)cc(-c4cc(-c5cc(-c6ccc(-n7cccn7)cc6)cc(-c6ccc(-n7cccn7)cc6)c5)ncn4)c3)cc2)c1,3.5186,C52H36N10
c1ccc(P(c2ccccc2)c2ccc(C3CCC(c4ccc(-c5ncc6ccccc6n5)cc4)CC3)cc2)cc1,3.6507,C38H33N2P
Cc1cc(C)c(C(=O)c2cc(-c3ccccc3)cc(N(c3ccccc3)c3cc(C(=O)c4c(C)cc(C)cc4C)cc(-c4ccccc4)c3)c2)c(C)c1,2.9158,C50H43NO2
Cc1cc(-c2cc(N3c4ccccc4C(C)(C)c4cc(-n5c6ccccc6c6ccccc65)ccc43)cc(N3c4ccccc4C(C)(C)c4cc(-n5c6ccccc6c6ccccc65)ccc43)c2)cc(C)c1-c1cccc(C(F)(F)F)c1,3.0449,C75H57F3N4
N#Cc1cc(C#N)c(-c2ccc(-c3ccc4c(c3)c3cnccc3n4-c3ccccc3)cc2)c(C#N)c1,2.8336,C32H17N5
O=c1ccn(-c2cc(C=Cc3ccc4oc(-c5ccccc5)cc4c3)cc(-n3ccc(=O)c4ccccc43)c2)c2ccccc12,3.2552,C40H26N2O3
c1ccc(N(c2ccccc2)c2ccc(-n3c4ccc(-c5cccc(-c6cccc(-c7nncc8cccnc78)c6)c5)cc4c4cc(-c5cccc(-c6cccc(-c7nncc8cccnc78)c6)c5)ccc43)cc2)cc1,2.5311,C68H44N8
Cc1c(-c2nc3ccccc3o2)c(C)c(-c2cc(N3c4ccccc4Sc4ccccc43)c(N3c4ccccc4Sc4ccccc43)cc2-c2c(C)c(-c3nc4ccccc4o3)c(C)c(-c3nc4ccccc4o3)c2C)c(C)c1-c1nc2ccccc2o1,2.9246,C76H52N6O4S2
c1ccc(N(c2ccccc2)c2ccc3c(c2)Oc2ccccc2N3C2CCC(n3cnc4c5ccccc5c5ccccc5c43)CC2)cc1,3.5631,C45H36N4O
Cc1c(C)c(-c2cccc3c(-c4ccccc4)cc(-c4ccccc4)cc23)c(C)c(C)c1-c1ccc(N(c2ccccc2)c2ccccc2)cc1,3.5039,C50H41N
C(=Cc1cccc2c1sc1ccccc12)c1cc(N2c3ccccc3Oc3cc(N(c4ccccc4)c4ccccc4)ccc32)cc(N2c3ccccc3Oc3cc(N(c4ccccc4)c4ccccc4)ccc32)c1,2.0601,C68H46N4O2S
CN(C)N=C/C(=C(/C=NC(F)(F)F)N(C)C)C(F)(F)F,2.885,C10H14F6N4
Cc1cc(C)cc(C(=O)c2cc(-c3cc(C)cc(C)c3)cc(N(C)c3ccc(-c4ccccc4)cc3)c2)c1,2.9226,C36H33NO
CC1(C)c2ccccc2N(C2CCC(c3c(C4CCC(N5c6ccccc6C(C)(C)c6cc(-n7c8ccccc8c8ccccc87)ccc65)CC4)c4cccnc4c4ncccc34)CC2)c2ccc(-n3c4ccccc4c4ccccc43)cc21,3.2837,C78H68N6
Cc1ccc(-c2ccc3nc(-c4nc(-c5ncc6cc(-c7ccc(C)cc7)ccc6n5)nc(-c5ncc6cc(-c7ccc(C)cc7)ccc6n5)n4)ncc3c2)cc1,3.2405,C48H33N9
c1coc(-c2cc(-c3ccc(-c4ccc(-c5ccc(-c6cc(-c7ncco7)cc(-c7ncco7)c6)cc5)s4)cc3)cc(-c3ncco3)c2)n1,3.2864,C40H24N4O4S
c1csc(-c2cc(-c3ccc(-c4ccc(-c5cc(-c6nccs6)c(-c6nccs6)c(-c6nccs6)c5)cn4)nc3)cc(-c3nccs3)c2-c2nccs2)n1,3.6257,C40H22N8S6
Cc1cc(N2c3ccccc3Oc3cc(-n4c5ccccc5c5ccccc54)ccc32)ccc1-c1cc(-c2ccc(N3c4ccccc4Oc4cc(-n5c6ccccc6c6ccccc65)ccc43)cc2C)cc(C(F)(F)F)c1,2.8568,C69H45F3N4O2
Cc1cc(-c2cc3ccccc3o2)ccc1-c1ccc2c3ccc(-c4ccc(-c5cc6ccccc6o5)cc4C)cc3n(-c3ccccc3)c2c1,3.4439,C48H33NO2
c1ccc(N(c2ccc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)cc2)c2ccc(-c3cn(-c4ccccc4)c4ccncc34)cc2)cc1,3.4442,C49H34N4
O=c1cc(-c2ccccc2)oc2c(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)cc(-c3ccc(-n4nnc5ccccc54)cc3)cc12,3.225,C45H28N4O2
Cc1cc(-c2cc(N3c4ccccc4Sc4ccccc43)cc(N3c4ccccc4Sc4ccccc43)c2)cc(C)c1-c1cc(C#N)cc(C#N)c1,2.6236,C46H30N4S2
Cc1cc(-c2ccc3ccc4ccc(-c5ccc(-c6ccc(-c7ccc(C(F)(F)F)c(C(F)(F)F)c7)cc6)c(C)c5)nc4c3n2)ccc1-c1ccc(-c2ccc(C(F)(F)F)c(C(F)(F)F)c2)cc1,3.3542,C54H32F12N2
O=c1c2ccccc2n(-c2ccc(-c3cc4cc(C=Cc5ccccc5)ccc4o3)cc2)c2ccccc12,3.2369,C35H23NO2
c1ccc2c(c1)c1ccncc1n2-c1cc(-c2ccncc2)cc(-c2ccncc2)c1,3.4801,C27H18N4
c1ccc(-c2ncc(C3CCCC(c4cc(-c5nc6ccccc6s5)cc(-c5nc6ccccc6s5)c4)C3)cn2)cc1,3.8391,C36H28N4S2
CC1(C)c2ccccc2N(c2ccc3c(c2)c2cc(N4c5ccccc5C(C)(C)c5ccccc54)ccc2n3-c2cccc(-c3ccc(F)c(F)c3F)c2)c2ccccc21,3.0409,C54H40F3N3
N#Cc1cc(C#N)c(-c2cc(-c3ccc(-c4cc5ccccc5n4-c4ccccc4)cc3)cc(-c3c(C#N)cc(C#N)cc3C#N)c2)c(C#N)c1,2.133522587,C44H21N7
Cc1c(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)cc(-c2ccc(-c3nc4ccccc4o3)cc2)cc1-c1nc(-c2ccccc2)nc(-c2ccccc2)n1,3.5426,C50H33N7O
FC(F)(F)c1cc(-c2cc3ccccc3c3cc(-c4nc5ccccc5c5ccccc45)ccc23)cc(C(F)(F)F)c1,3.6228,C35H19F6N
Cc1c(-c2cc3ccccc3o2)cc(-c2ccc(-c3nc4nc5nc(-c6ccc(-c7cc(-c8cc9ccccc9o8)c(C)c(-c8cc9ccccc9o8)c7)cc6)oc5cc4o3)cc2)cc1-c1cc2ccccc2o1,3.2182,C65H39N3O6
Cc1cc(-c2nc3cc4oc(-c5cc(C)c(-c6ccc7ccncc7n6)c(C)c5)nc4cc3o2)cc(C)c1-c1ccc2ccncc2n1,3.251,C40H28N6O2
c1ccc(P(c2ccccc2)c2ccc3c(c2)oc2cc(P(c4ccccc4)c4ccccc4)ccc23)cc1,3.8004,C36H26OP2
c1ccc(-c2nc3ccc(-c4ccc(C5CCC(c6ccc7nccnc7c6)CC5)cc4)cc3s2)cc1,3.5528,C33H27N3S
c1ccc(-c2ccc(-c3ccc(-c4cc(-c5ccc(-c6ccc(-c7ccccc7)cn6)cc5)cc(-n5ccc6ccccc65)c4)cc3)nc2)cc1,3.2986,C48H33N3
CC1(C)c2ccccc2N(c2cccc(-c3cc(-c4cccc(N5c6ccccc6C(C)(C)c6ccccc65)c4)cc(-c4nncc5cccnc45)c3)c2)c2ccccc21,2.1692,C55H43N5
Cc1cc(C)c(C)c(-c2nnc(-c3c(C)c(C)cc(C)c3C)n2-c2cc(C)c(N(C)c3cccc4ccccc34)c(C)c2)c1C,3.7135,C41H44N4
c1ccc(-c2cnc(-c3ccc(-c4nc(-c5ccc(-c6cncc7ccccc67)cc5)cc(-c5ccc(-c6cncc7ccccc67)cc5)n4)cc3)cn2)cc1,3.488,C50H32N6
